tran_id,orig_acct,bene_acct,tx_type,base_amt,tran_timestamp,is_sar,alert_id
72,1127,205,TRANSFER,799.35,2025-05-01T00:00:00Z,False,-1
73,402,956,TRANSFER,352.13,2025-05-01T00:00:00Z,False,-1
74,1418,68,TRANSFER,680.3,2025-05-01T00:00:00Z,False,-1
75,113,133,TRANSFER,542.55,2025-05-01T00:00:00Z,False,-1
76,1108,25,TRANSFER,877.34,2025-05-01T00:00:00Z,False,-1
77,3,275,TRANSFER,236.35,2025-05-01T00:00:00Z,False,-1
78,967,30,TRANSFER,551.52,2025-05-01T00:00:00Z,False,-1
79,903,132,TRANSFER,775.86,2025-05-01T00:00:00Z,False,-1
80,1190,325,TRANSFER,158.17,2025-05-01T00:00:00Z,False,-1
81,35,179,TRANSFER,407.15,2025-05-01T00:00:00Z,False,-1
82,399,51,TRANSFER,812.29,2025-05-01T00:00:00Z,False,-1
83,63,12,TRANSFER,457.79,2025-05-01T00:00:00Z,False,-1
84,1332,21,TRANSFER,126.55,2025-05-01T00:00:00Z,False,-1
85,1332,40,TRANSFER,297.79,2025-05-01T00:00:00Z,False,-1
86,1437,736,TRANSFER,267.1,2025-05-01T00:00:00Z,False,-1
87,397,38,TRANSFER,226.44,2025-05-01T00:00:00Z,False,-1
88,969,3,TRANSFER,476.54,2025-05-01T00:00:00Z,False,-1
89,19,44,TRANSFER,530.34,2025-05-01T00:00:00Z,False,-1
90,1357,117,TRANSFER,782.26,2025-05-01T00:00:00Z,False,-1
91,917,17,TRANSFER,528.07,2025-05-01T00:00:00Z,False,-1
92,616,9,TRANSFER,631.27,2025-05-01T00:00:00Z,False,-1
93,641,118,TRANSFER,186.35,2025-05-01T00:00:00Z,False,-1
94,976,77,TRANSFER,815.07,2025-05-01T00:00:00Z,False,-1
95,976,77,TRANSFER,782.94,2025-05-01T00:00:00Z,False,-1
96,659,107,TRANSFER,629.17,2025-05-01T00:00:00Z,False,-1
97,784,53,TRANSFER,333.58,2025-05-01T00:00:00Z,False,-1
98,974,151,TRANSFER,593.81,2025-05-01T00:00:00Z,False,-1
99,1421,20,TRANSFER,34.19,2025-05-01T00:00:00Z,False,-1
100,1421,323,TRANSFER,252.85,2025-05-01T00:00:00Z,False,-1
101,400,46,TRANSFER,891.89,2025-05-01T00:00:00Z,False,-1
102,55,33,TRANSFER,799.7,2025-05-01T00:00:00Z,False,-1
103,979,127,TRANSFER,344.62,2025-05-01T00:00:00Z,False,-1
104,645,369,TRANSFER,695.65,2025-05-01T00:00:00Z,False,-1
105,599,99,TRANSFER,779.77,2025-05-01T00:00:00Z,False,-1
106,577,349,TRANSFER,637.21,2025-05-01T00:00:00Z,True,4
107,1139,119,TRANSFER,730.06,2025-05-01T00:00:00Z,False,-1
108,1324,40,TRANSFER,687.93,2025-05-01T00:00:00Z,False,-1
109,1324,31,TRANSFER,442.28,2025-05-01T00:00:00Z,False,-1
110,1324,40,TRANSFER,292.06,2025-05-01T00:00:00Z,False,-1
111,84,133,TRANSFER,698.17,2025-05-01T00:00:00Z,False,-1
112,421,125,TRANSFER,951.5,2025-05-01T00:00:00Z,True,21
113,794,1028,TRANSFER,390.34,2025-05-01T00:00:00Z,False,-1
114,1165,23,TRANSFER,626.14,2025-05-01T00:00:00Z,False,-1
115,1325,256,TRANSFER,571.5,2025-05-01T00:00:00Z,False,-1
116,648,190,TRANSFER,813.86,2025-05-01T00:00:00Z,False,-1
117,907,193,TRANSFER,578.75,2025-05-01T00:00:00Z,False,-1
118,907,193,TRANSFER,396.24,2025-05-01T00:00:00Z,False,-1
119,1128,43,TRANSFER,995.81,2025-05-01T00:00:00Z,False,-1
120,890,19,TRANSFER,560.16,2025-05-01T00:00:00Z,False,-1
121,1426,549,TRANSFER,829.49,2025-05-01T00:00:00Z,False,-1
122,435,78,TRANSFER,653.91,2025-05-01T00:00:00Z,True,13
123,26,1220,TRANSFER,290.77,2025-05-01T00:00:00Z,False,-1
124,1193,367,TRANSFER,370.13,2025-05-01T00:00:00Z,False,-1
125,1039,37,TRANSFER,15.05,2025-05-01T00:00:00Z,False,-1
126,1331,967,TRANSFER,647.8,2025-05-01T00:00:00Z,False,-1
127,894,74,TRANSFER,804.72,2025-05-01T00:00:00Z,False,-1
128,960,13,TRANSFER,692.66,2025-05-01T00:00:00Z,False,-1
129,622,118,TRANSFER,801.42,2025-05-01T00:00:00Z,False,-1
130,1154,170,TRANSFER,212.22,2025-05-01T00:00:00Z,False,-1
131,1389,146,TRANSFER,253.98,2025-05-01T00:00:00Z,False,-1
132,392,546,TRANSFER,262.48,2025-05-01T00:00:00Z,False,-1
133,6,33,TRANSFER,929.83,2025-05-01T00:00:00Z,False,-1
134,1105,104,TRANSFER,357.86,2025-05-01T00:00:00Z,False,-1
135,1155,166,TRANSFER,700.71,2025-05-01T00:00:00Z,False,-1
136,40,743,TRANSFER,694.81,2025-05-01T00:00:00Z,True,60
137,999,754,TRANSFER,755.62,2025-05-01T00:00:00Z,False,-1
138,891,365,TRANSFER,252.04,2025-05-01T00:00:00Z,False,-1
139,891,365,TRANSFER,481.05,2025-05-01T00:00:00Z,False,-1
140,1314,41,TRANSFER,270.96,2025-05-01T00:00:00Z,False,-1
141,949,341,TRANSFER,762.41,2025-05-01T00:00:00Z,False,-1
142,916,75,TRANSFER,887.51,2025-05-01T00:00:00Z,False,-1
143,791,23,TRANSFER,507.27,2025-05-01T00:00:00Z,True,8
144,23,1329,TRANSFER,152.74,2025-05-01T00:00:00Z,False,-1
145,626,8,TRANSFER,290.14,2025-05-01T00:00:00Z,False,-1
146,595,35,TRANSFER,526.97,2025-05-01T00:00:00Z,False,-1
147,936,62,TRANSFER,655.65,2025-05-01T00:00:00Z,False,-1
148,936,69,TRANSFER,152.84,2025-05-01T00:00:00Z,False,-1
149,1187,78,TRANSFER,781.57,2025-05-01T00:00:00Z,False,-1
150,951,26,TRANSFER,225.83,2025-05-01T00:00:00Z,False,-1
151,116,19,TRANSFER,171.13,2025-05-01T00:00:00Z,False,-1
152,1412,40,TRANSFER,766.74,2025-05-01T00:00:00Z,False,-1
153,767,112,TRANSFER,400.12,2025-05-01T00:00:00Z,False,-1
154,904,13,TRANSFER,723.65,2025-05-01T00:00:00Z,False,-1
155,1328,22,TRANSFER,962.83,2025-05-01T00:00:00Z,False,-1
156,876,27,TRANSFER,488.64,2025-05-01T00:00:00Z,False,-1
157,937,43,TRANSFER,579.99,2025-05-01T00:00:00Z,False,-1
158,1333,5,TRANSFER,876.25,2025-05-01T00:00:00Z,False,-1
159,928,39,TRANSFER,859.74,2025-05-01T00:00:00Z,False,-1
160,934,12,TRANSFER,300.85,2025-05-01T00:00:00Z,False,-1
161,895,28,TRANSFER,758.63,2025-05-01T00:00:00Z,False,-1
162,868,47,TRANSFER,166.99,2025-05-01T00:00:00Z,False,-1
163,758,339,TRANSFER,455.87,2025-05-01T00:00:00Z,True,11
164,1372,1070,TRANSFER,535.07,2025-05-01T00:00:00Z,False,-1
165,1372,20,TRANSFER,7.45,2025-05-01T00:00:00Z,False,-1
166,41,29,TRANSFER,785.47,2025-05-01T00:00:00Z,False,-1
167,41,29,TRANSFER,331.41,2025-05-01T00:00:00Z,False,-1
168,522,26,TRANSFER,704.04,2025-05-01T00:00:00Z,False,-1
169,859,40,TRANSFER,913.57,2025-05-01T00:00:00Z,False,-1
170,893,232,TRANSFER,659.66,2025-05-01T00:00:00Z,False,-1
171,869,32,TRANSFER,293.28,2025-05-01T00:00:00Z,False,-1
172,982,23,TRANSFER,312.55,2025-05-01T00:00:00Z,False,-1
173,614,66,TRANSFER,579.54,2025-05-01T00:00:00Z,False,-1
174,405,197,TRANSFER,783.59,2025-05-01T00:00:00Z,False,-1
175,918,7,TRANSFER,372.36,2025-05-01T00:00:00Z,False,-1
176,1238,9,TRANSFER,340.32,2025-05-01T00:00:00Z,True,0
177,9,288,TRANSFER,511.2,2025-05-01T00:00:00Z,False,-1
178,1319,1416,TRANSFER,119.24,2025-05-01T00:00:00Z,False,-1
179,1110,116,TRANSFER,840.52,2025-05-01T00:00:00Z,False,-1
180,1439,79,TRANSFER,934.62,2025-05-01T00:00:00Z,False,-1
181,809,73,TRANSFER,734.24,2025-05-01T00:00:00Z,False,-1
182,899,40,TRANSFER,751.38,2025-05-01T00:00:00Z,False,-1
183,1373,30,TRANSFER,969.58,2025-05-01T00:00:00Z,False,-1
184,1311,27,TRANSFER,411.4,2025-05-01T00:00:00Z,False,-1
185,382,89,TRANSFER,467.4,2025-05-01T00:00:00Z,False,-1
186,1203,26,TRANSFER,681.03,2025-05-01T00:00:00Z,False,-1
187,1385,1410,TRANSFER,710.22,2025-05-01T00:00:00Z,False,-1
188,1046,334,TRANSFER,890.08,2025-05-01T00:00:00Z,False,-1
189,498,10,TRANSFER,342.88,2025-05-01T00:00:00Z,False,-1
190,102,83,TRANSFER,847.82,2025-05-01T00:00:00Z,False,-1
191,94,17,TRANSFER,251.45,2025-05-01T00:00:00Z,False,-1
192,95,856,TRANSFER,357.32,2025-05-01T00:00:00Z,True,32
193,1305,53,TRANSFER,484.58,2025-05-01T00:00:00Z,False,-1
194,1302,41,TRANSFER,575.15,2025-05-01T00:00:00Z,False,-1
195,1429,28,TRANSFER,276.85,2025-05-01T00:00:00Z,False,-1
196,403,755,TRANSFER,624.78,2025-05-01T00:00:00Z,False,-1
197,1062,340,TRANSFER,127.78,2025-05-01T00:00:00Z,True,18
198,900,113,TRANSFER,517.06,2025-05-01T00:00:00Z,False,-1
199,1378,31,TRANSFER,777.51,2025-05-01T00:00:00Z,False,-1
200,957,21,TRANSFER,633.76,2025-05-01T00:00:00Z,False,-1
201,957,657,TRANSFER,421.02,2025-05-01T00:00:00Z,False,-1
202,1162,350,TRANSFER,137.99,2025-05-01T00:00:00Z,False,-1
203,1107,104,TRANSFER,754.35,2025-05-01T00:00:00Z,False,-1
204,288,43,TRANSFER,529.79,2025-05-01T00:00:00Z,False,-1
205,946,3,TRANSFER,969.6,2025-05-01T00:00:00Z,False,-1
206,1406,249,TRANSFER,500.91,2025-05-01T00:00:00Z,False,-1
207,1023,338,TRANSFER,176.71,2025-05-01T00:00:00Z,False,-1
208,943,240,TRANSFER,921.23,2025-05-01T00:00:00Z,False,-1
209,391,571,TRANSFER,221.22,2025-05-01T00:00:00Z,False,-1
210,1264,15,TRANSFER,734.74,2025-05-01T00:00:00Z,False,-1
211,1420,227,TRANSFER,140.67,2025-05-01T00:00:00Z,False,-1
212,783,98,TRANSFER,957.02,2025-05-01T00:00:00Z,False,-1
213,1011,117,TRANSFER,646.77,2025-05-01T00:00:00Z,False,-1
214,496,1248,TRANSFER,187.66,2025-05-01T00:00:00Z,False,-1
215,1326,21,TRANSFER,508.98,2025-05-01T00:00:00Z,False,-1
216,1326,125,TRANSFER,180.62,2025-05-01T00:00:00Z,False,-1
217,1045,386,TRANSFER,723.46,2025-05-01T00:00:00Z,False,-1
218,107,731,TRANSFER,853.18,2025-05-01T00:00:00Z,False,-1
219,1417,92,TRANSFER,316.18,2025-05-01T00:00:00Z,False,-1
220,608,120,TRANSFER,701.54,2025-05-01T00:00:00Z,False,-1
221,402,328,TRANSFER,239.58,2025-05-01T00:00:00Z,True,3
222,1369,173,TRANSFER,815.91,2025-05-01T00:00:00Z,False,-1
223,74,292,TRANSFER,459.22,2025-05-01T00:00:00Z,False,-1
224,74,292,TRANSFER,939.25,2025-05-01T00:00:00Z,False,-1
225,1422,103,TRANSFER,826.77,2025-05-01T00:00:00Z,False,-1
226,126,24,TRANSFER,197.22,2025-05-01T00:00:00Z,False,-1
227,14,8,TRANSFER,506.02,2025-05-01T00:00:00Z,False,-1
228,61,72,TRANSFER,651.91,2025-05-01T00:00:00Z,False,-1
229,36,434,TRANSFER,985.48,2025-05-01T00:00:00Z,True,39
230,36,52,TRANSFER,902.34,2025-05-01T00:00:00Z,False,-1
231,1409,36,TRANSFER,986.03,2025-05-01T00:00:00Z,False,-1
232,22,49,TRANSFER,520.51,2025-05-01T00:00:00Z,False,-1
233,132,17,TRANSFER,656.15,2025-05-01T00:00:00Z,False,-1
234,11,39,TRANSFER,192.11,2025-05-01T00:00:00Z,False,-1
235,985,7,TRANSFER,877.49,2025-05-01T00:00:00Z,True,10
236,945,21,TRANSFER,687.85,2025-05-01T00:00:00Z,False,-1
237,615,69,TRANSFER,392.42,2025-05-01T00:00:00Z,False,-1
238,781,169,TRANSFER,728.04,2025-05-01T00:00:00Z,False,-1
239,1365,547,TRANSFER,251.67,2025-05-01T00:00:00Z,False,-1
240,751,141,TRANSFER,775.83,2025-05-01T00:00:00Z,False,-1
241,1343,29,TRANSFER,161.9,2025-05-01T00:00:00Z,False,-1
242,1343,324,TRANSFER,372.35,2025-05-01T00:00:00Z,False,-1
243,973,71,TRANSFER,587.15,2025-05-01T00:00:00Z,False,-1
244,789,22,TRANSFER,401.41,2025-05-01T00:00:00Z,False,-1
245,875,39,TRANSFER,278.68,2025-05-01T00:00:00Z,False,-1
246,604,29,TRANSFER,879.25,2025-05-01T00:00:00Z,False,-1
247,1153,75,TRANSFER,752.97,2025-05-01T00:00:00Z,False,-1
248,1430,52,TRANSFER,487.37,2025-05-01T00:00:00Z,False,-1
249,1395,1037,TRANSFER,816.53,2025-05-01T00:00:00Z,False,-1
250,944,128,TRANSFER,525.98,2025-05-01T00:00:00Z,False,-1
251,778,657,TRANSFER,549.8,2025-05-01T00:00:00Z,False,-1
252,1121,140,TRANSFER,829.9,2025-05-01T00:00:00Z,False,-1
253,64,48,TRANSFER,566.54,2025-05-01T00:00:00Z,False,-1
254,1015,30,TRANSFER,485.65,2025-05-01T00:00:00Z,False,-1
255,863,128,TRANSFER,960.58,2025-05-01T00:00:00Z,True,19
256,1391,41,TRANSFER,358.57,2025-05-01T00:00:00Z,False,-1
257,1391,249,TRANSFER,118.14,2025-05-01T00:00:00Z,False,-1
258,1388,197,TRANSFER,141.78,2025-05-01T00:00:00Z,False,-1
259,1132,18,TRANSFER,684.74,2025-05-01T00:00:00Z,False,-1
260,37,33,TRANSFER,87918.74,2025-05-01T00:00:00Z,True,31
261,37,571,TRANSFER,3.48,2025-05-01T00:00:00Z,True,31
262,380,50,TRANSFER,503.11,2025-05-01T00:00:00Z,False,-1
263,799,28,TRANSFER,947.86,2025-05-01T00:00:00Z,False,-1
264,610,38,TRANSFER,574.44,2025-05-01T00:00:00Z,False,-1
265,1425,14,TRANSFER,107.58,2025-05-01T00:00:00Z,False,-1
266,606,8,TRANSFER,920.79,2025-05-01T00:00:00Z,False,-1
267,424,38,TRANSFER,864.57,2025-05-01T00:00:00Z,True,2
268,1400,159,TRANSFER,278.69,2025-05-01T00:00:00Z,False,-1
269,1433,38,TRANSFER,151.38,2025-05-01T00:00:00Z,False,-1
270,822,29,TRANSFER,349.55,2025-05-01T00:00:00Z,False,-1
271,1021,24,TRANSFER,933.45,2025-05-01T00:00:00Z,False,-1
272,1382,10,TRANSFER,792.76,2025-05-01T00:00:00Z,False,-1
273,1338,43,TRANSFER,104.01,2025-05-01T00:00:00Z,False,-1
274,942,7,TRANSFER,803.49,2025-05-01T00:00:00Z,False,-1
275,277,452,TRANSFER,839.1,2025-05-01T00:00:00Z,False,-1
276,1304,27,TRANSFER,450.37,2025-05-01T00:00:00Z,False,-1
277,12,52,TRANSFER,913.39,2025-05-01T00:00:00Z,False,-1
278,504,103,TRANSFER,496.92,2025-05-01T00:00:00Z,False,-1
279,503,12,TRANSFER,481.11,2025-05-01T00:00:00Z,False,-1
280,1160,90,TRANSFER,724.95,2025-05-01T00:00:00Z,False,-1
281,1262,14,TRANSFER,935.06,2025-05-02T00:00:00Z,False,-1
282,1378,17,TRANSFER,793.87,2025-05-02T00:00:00Z,False,-1
283,129,43,TRANSFER,858.88,2025-05-02T00:00:00Z,False,-1
284,1350,48,TRANSFER,601.06,2025-05-02T00:00:00Z,False,-1
285,1161,977,TRANSFER,485.7,2025-05-02T00:00:00Z,False,-1
286,1421,323,TRANSFER,135.03,2025-05-02T00:00:00Z,False,-1
287,385,139,TRANSFER,706.48,2025-05-02T00:00:00Z,False,-1
288,906,21,TRANSFER,425.24,2025-05-02T00:00:00Z,False,-1
289,906,56,TRANSFER,928.61,2025-05-02T00:00:00Z,False,-1
290,862,13,TRANSFER,202.31,2025-05-02T00:00:00Z,False,-1
291,1430,52,TRANSFER,304.29,2025-05-02T00:00:00Z,False,-1
292,1393,445,TRANSFER,706.15,2025-05-02T00:00:00Z,False,-1
293,515,36,TRANSFER,163.16,2025-05-02T00:00:00Z,False,-1
294,40,30,TRANSFER,794.16,2025-05-02T00:00:00Z,False,-1
295,1408,10,TRANSFER,514.28,2025-05-02T00:00:00Z,False,-1
296,1413,43,TRANSFER,978.67,2025-05-02T00:00:00Z,False,-1
297,1027,11,TRANSFER,205.04,2025-05-02T00:00:00Z,False,-1
298,615,972,TRANSFER,528.59,2025-05-02T00:00:00Z,False,-1
299,1278,42,TRANSFER,654.97,2025-05-02T00:00:00Z,False,-1
300,922,11,TRANSFER,718.62,2025-05-02T00:00:00Z,False,-1
301,1164,6,TRANSFER,726.24,2025-05-02T00:00:00Z,False,-1
302,48,14,TRANSFER,770.41,2025-05-02T00:00:00Z,False,-1
303,884,23,TRANSFER,358.62,2025-05-02T00:00:00Z,False,-1
304,1381,62,TRANSFER,447.83,2025-05-02T00:00:00Z,False,-1
305,1113,40,TRANSFER,360.88,2025-05-02T00:00:00Z,False,-1
306,916,79,TRANSFER,427.32,2025-05-02T00:00:00Z,False,-1
307,916,75,TRANSFER,645.05,2025-05-02T00:00:00Z,False,-1
308,867,40,TRANSFER,694.68,2025-05-02T00:00:00Z,False,-1
309,627,699,TRANSFER,986.69,2025-05-02T00:00:00Z,False,-1
310,132,29,TRANSFER,297.01,2025-05-02T00:00:00Z,True,14
311,908,22,TRANSFER,489.34,2025-05-02T00:00:00Z,False,-1
312,863,29,TRANSFER,299.93,2025-05-02T00:00:00Z,False,-1
313,1405,16,TRANSFER,32.46,2025-05-02T00:00:00Z,False,-1
314,1405,16,TRANSFER,8.98,2025-05-02T00:00:00Z,False,-1
315,877,163,TRANSFER,488.08,2025-05-02T00:00:00Z,False,-1
316,1387,346,TRANSFER,473.9,2025-05-02T00:00:00Z,False,-1
317,923,10,TRANSFER,659.11,2025-05-02T00:00:00Z,False,-1
318,64,48,TRANSFER,416.77,2025-05-02T00:00:00Z,False,-1
319,19,44,TRANSFER,885.92,2025-05-02T00:00:00Z,False,-1
320,607,45,TRANSFER,542.05,2025-05-02T00:00:00Z,False,-1
321,1337,47,TRANSFER,376.08,2025-05-02T00:00:00Z,False,-1
322,1123,61,TRANSFER,686.63,2025-05-02T00:00:00Z,False,-1
323,658,35,TRANSFER,527.98,2025-05-02T00:00:00Z,False,-1
324,517,30,TRANSFER,708.89,2025-05-02T00:00:00Z,False,-1
325,1022,64,TRANSFER,628.46,2025-05-02T00:00:00Z,False,-1
326,1111,17,TRANSFER,568.72,2025-05-02T00:00:00Z,False,-1
327,1346,34,TRANSFER,246.4,2025-05-02T00:00:00Z,False,-1
328,1355,767,TRANSFER,138.61,2025-05-02T00:00:00Z,False,-1
329,1352,597,TRANSFER,787.51,2025-05-02T00:00:00Z,False,-1
330,386,23,TRANSFER,958.21,2025-05-02T00:00:00Z,False,-1
331,1390,47,TRANSFER,482.42,2025-05-02T00:00:00Z,False,-1
332,78,329,TRANSFER,212.68,2025-05-02T00:00:00Z,False,-1
333,57,36,TRANSFER,661.5,2025-05-02T00:00:00Z,False,-1
334,1321,346,TRANSFER,686.81,2025-05-02T00:00:00Z,False,-1
335,1005,91,TRANSFER,454.91,2025-05-02T00:00:00Z,False,-1
336,782,438,TRANSFER,577.0,2025-05-02T00:00:00Z,False,-1
337,660,963,TRANSFER,387.11,2025-05-02T00:00:00Z,False,-1
338,952,41,TRANSFER,129.46,2025-05-02T00:00:00Z,False,-1
339,509,436,TRANSFER,248.84,2025-05-02T00:00:00Z,False,-1
340,43,318,TRANSFER,730.21,2025-05-02T00:00:00Z,False,-1
341,818,58,TRANSFER,693.22,2025-05-02T00:00:00Z,False,-1
342,18,32,TRANSFER,561.57,2025-05-02T00:00:00Z,False,-1
343,1375,32,TRANSFER,159.29,2025-05-02T00:00:00Z,False,-1
344,880,49,TRANSFER,930.1,2025-05-02T00:00:00Z,False,-1
345,1357,48,TRANSFER,445.89,2025-05-02T00:00:00Z,False,-1
346,1357,48,TRANSFER,355.25,2025-05-02T00:00:00Z,False,-1
347,1399,283,TRANSFER,995.39,2025-05-02T00:00:00Z,False,-1
348,613,61,TRANSFER,990.63,2025-05-02T00:00:00Z,False,-1
349,121,42,TRANSFER,576.97,2025-05-02T00:00:00Z,False,-1
350,925,352,TRANSFER,974.47,2025-05-02T00:00:00Z,False,-1
351,73,32,TRANSFER,224.95,2025-05-02T00:00:00Z,False,-1
352,73,32,TRANSFER,785.35,2025-05-02T00:00:00Z,False,-1
353,214,10,TRANSFER,174.39,2025-05-02T00:00:00Z,False,-1
354,1434,62,TRANSFER,240.22,2025-05-02T00:00:00Z,False,-1
355,885,346,TRANSFER,104.57,2025-05-02T00:00:00Z,False,-1
356,523,339,TRANSFER,698.66,2025-05-02T00:00:00Z,False,-1
357,27,53,TRANSFER,441.39,2025-05-02T00:00:00Z,False,-1
358,1320,11,TRANSFER,248.73,2025-05-02T00:00:00Z,False,-1
359,378,1033,TRANSFER,400.33,2025-05-02T00:00:00Z,False,-1
360,1404,76,TRANSFER,870.65,2025-05-02T00:00:00Z,False,-1
361,960,25,TRANSFER,966.5,2025-05-02T00:00:00Z,False,-1
362,278,1177,TRANSFER,296.59,2025-05-02T00:00:00Z,False,-1
363,226,26,TRANSFER,956.65,2025-05-02T00:00:00Z,False,-1
364,219,51,TRANSFER,828.32,2025-05-02T00:00:00Z,False,-1
365,1275,122,TRANSFER,116.51,2025-05-02T00:00:00Z,True,20
366,499,1225,TRANSFER,950.42,2025-05-02T00:00:00Z,False,-1
367,932,9,TRANSFER,891.33,2025-05-02T00:00:00Z,False,-1
368,893,62,TRANSFER,946.49,2025-05-02T00:00:00Z,False,-1
369,1290,15,TRANSFER,320.45,2025-05-02T00:00:00Z,False,-1
370,609,40,TRANSFER,784.48,2025-05-02T00:00:00Z,False,-1
371,1342,50,TRANSFER,258.65,2025-05-02T00:00:00Z,False,-1
372,380,27,TRANSFER,666.53,2025-05-02T00:00:00Z,False,-1
